asset_id,ac-milan-fan-token,alpine-f1-team-fan-token,argentine-football-association-fan-token,arsenal-fan-token,as-roma-fan-token,atletico-madrid,bitcoin,chiliz,croatian-ff-fan-token,ethereum,fc-barcelona-fan-token,fc-porto,galatasaray-fan-token,inter-milan-fan-token,juventus-fan-token,lazio-fan-token,manchester-city-fan-token,napoli-fan-token,og-fan-token,paris-saint-germain-fan-token,portugal-national-team-fan-token,santos-fc-fan-token,trabzonspor-fan-token
fc-porto,0.6545915714074839,0.5504480581492617,0.3039629678103052,0.4464514736574829,0.5155391272269282,0.5360934960022681,0.402223268554891,0.555822040292972,0.09427789067438347,0.43803748777223483,0.6150486899388913,1.0,0.2874775654594167,0.4699370680508342,0.6055879931125018,0.849424699365027,0.6525637400284371,0.33375314598133277,0.4161599757321807,0.5906075637102618,0.28979089545649755,0.6861821316039125,0.34481204092802387
galatasaray-fan-token,0.3653570343139692,0.24656091782737022,0.17907838358177924,0.3618832757192653,0.366298911374956,0.3496921415544457,0.26298086164415063,0.3457053908919458,0.019573910310539316,0.312729940190137,0.43373659545534654,0.2874775654594167,1.0,0.308137255072472,0.3599523277608508,0.3126169406007032,0.3071696156277696,0.2431175625462584,0.29973816726997476,0.33979011294904043,0.22286222009795495,0.3045420476395027,0.47342645138530376
inter-milan-fan-token,0.5475710006359515,0.34657527474857924,0.2898735236618944,0.5881187024563538,0.45376430544735935,0.4935538030566775,0.31438984049900587,0.41339353912082244,0.04434127956950254,0.3538390934957682,0.5441904611447156,0.4699370680508342,0.308137255072472,1.0,0.5279998107142138,0.4391612741007812,0.5996130179066,0.47371283179318424,0.3009236947146137,0.566280551574873,0.3053367254491395,0.39132572448244207,0.34447481753371195
juventus-fan-token,0.6564534673784885,0.4928791132248378,0.2973648245316437,0.5037296289105241,0.5431670106450985,0.5920482002009267,0.36075327701027765,0.4579928767080777,0.053862405610965065,0.3970295311471383,0.6105876048972265,0.6055879931125018,0.3599523277608508,0.5279998107142138,1.0,0.6012502208290504,0.615081517090257,0.40352363993118756,0.46678911159115916,0.7180460711970705,0.2875754719018541,0.5334889741547223,0.36421128055317864
lazio-fan-token,0.6491577765440313,0.5912950124247607,0.31949240479046837,0.4535774199052089,0.5277600459172624,0.5374452668219013,0.4010182104708747,0.5385572536367683,0.11299791423839811,0.42380462180356493,0.6093227951451766,0.849424699365027,0.3126169406007032,0.4391612741007812,0.6012502208290504,1.0,0.6351884782194924,0.34063790407152994,0.46421223022905744,0.5786799107731727,0.3322090226195018,0.7298469498177399,0.3227755793717367
manchester-city-fan-token,0.6897684182650111,0.4860453452100947,0.3072727674475364,0.5210801365214707,0.5094291606391506,0.5811919486821076,0.3844471147459638,0.5240999164304485,0.04627274177243327,0.42421686406543263,0.6347851641704032,0.6525637400284371,0.3071696156277696,0.5996130179066,0.615081517090257,0.6351884782194924,1.0,0.4215192547178534,0.3830505343875386,0.6246402847408145,0.30091425080194695,0.5808864973549156,0.3625249910887328
napoli-fan-token,0.41635353306505757,0.22930436007468225,0.1771384030078337,0.5003490753794861,0.31198025634139526,0.3446737520487142,0.2511560760511286,0.33710959157632725,0.003872750752994977,0.26336162745898956,0.43437417346078344,0.33375314598133277,0.2431175625462584,0.47371283179318424,0.40352363993118756,0.34063790407152994,0.4215192547178534,1.0,0.20121919987317766,0.4357474746388067,0.19909666976506904,0.3370443988212344,0.2072664299540183
og-fan-token,0.43055283203593486,0.3679872322773256,0.19443224879012724,0.2730816205697597,0.6082911666892437,0.5565499096826488,0.2595997212990126,0.36412113456076467,-0.011106034558032043,0.2763900653443571,0.4355141658129396,0.4161599757321807,0.29973816726997476,0.3009236947146137,0.46678911159115916,0.46421223022905744,0.3830505343875386,0.20121919987317766,1.0,0.35567179823933476,0.1861130941515176,0.4354126677195845,0.2401993416379351
paris-saint-germain-fan-token,0.6128752094219533,0.4059214890816241,0.32162937441741124,0.5473134462976142,0.47267581361421984,0.5245504978409801,0.332870245561663,0.42055028734789185,0.089061724122055,0.34909517533424395,0.5868991786656998,0.5906075637102618,0.33979011294904043,0.566280551574873,0.7180460711970705,0.5786799107731727,0.6246402847408145,0.4357474746388067,0.35567179823933476,1.0,0.30080717896895515,0.5674093260211012,0.35133034822491443
portugal-national-team-fan-token,0.3068565020826039,0.22547688277241837,0.504858844326012,0.3352495751918182,0.2403760314383994,0.2548755250386007,0.2867652627814389,0.4110303904124026,0.07668691344477523,0.29710359183213125,0.3151853133211774,0.28979089545649755,0.22286222009795495,0.3053367254491395,0.2875754719018541,0.3322090226195018,0.30091425080194695,0.19909666976506904,0.1861130941515176,0.30080717896895515,1.0,0.31104696234744567,0.11711426133060239
santos-fc-fan-token,0.5687515428636671,0.5107533859609036,0.27295130671472506,0.3899872555360578,0.46004247396582776,0.47282624907021453,0.3204119205063903,0.4919912298975901,0.0827414471390428,0.34720461641933664,0.5610140491808282,0.6861821316039125,0.3045420476395027,0.39132572448244207,0.5334889741547223,0.7298469498177399,0.5808864973549156,0.3370443988212344,0.4354126677195845,0.5674093260211012,0.31104696234744567,1.0,0.30196963662758997
trabzonspor-fan-token,0.4151592489251938,0.2473201384305426,0.1865046306682823,0.3670757414309169,0.3274402030737247,0.3179231178969588,0.22580554210677894,0.319608320031475,0.04785209705604257,0.2566074628460051,0.403609275079428,0.34481204092802387,0.47342645138530376,0.34447481753371195,0.36421128055317864,0.3227755793717367,0.3625249910887328,0.2072664299540183,0.2401993416379351,0.35133034822491443,0.11711426133060239,0.30196963662758997,1.0
